"MACRO_SPECIES_SAMP_INF_HIST_ID","MMDH_RICHNESS","MMDH_RICHNESS_SCORE","MMDH_EPT_RICH","MMDH_EPT_SCORE","MMDH_HBI_INDEX","MMDH_HBI_SCORE","MMDH_SHANNON","MMDH_SHANNON_SCORE","MMDH_BIO_ASMT_PROFILE_SCORE","MMDH_PCT_MODEL_AFFINITY","MMDH_PCT_MODEL_AFFINITY_SCORE","MMDH_NUTRIENT_BIOTIC_INDEX_P","MMDH_NBI_P_SCORE","MMDH_NCO_RICH","MMDH_NCO_RICH_SCORE","MMDH_PCT_DOMINANCE_3","MMDH_PCT_DOMINANCE_3_SCORE","MSSIH_EVENT_SMAS_HISTORY_ID","MSSIH_EVENT_SMAS_SAMPLE_DATE","MSSIH_BIOSAMPLE_COLLECT_METHOD_NUM","BIOSAMPLE_COLLECT_METHOD"
"13-ONES-0.6_20070913_1_1",19,5.29,8,6.36,4.89,7.01,NA,NA,5.97,68,7.88,6.67,3.33,NA,NA,NA,NA,"13-ONES-0.6","9/13/2007",1,"Kick:Standard"
"13-ONES-0.6_20080716_1_1",19,5.29,10,7.27,5.27,6.54,NA,NA,6.26,81,9.13,6.78,3.05,NA,NA,NA,NA,"13-ONES-0.6","7/16/2008",1,"Kick:Standard"
"13-ONES-2.9_19980806_1_1",18,4.85,9,6.82,3.95,8.05,NA,NA,7.56,76,8.65,3.07,9.43,NA,NA,NA,NA,"13-ONES-2.9","8/6/1998",1,"Kick:Standard"
"13-ONES-5.7_19980806_1_1",20,5.59,8,6.36,4.34,7.66,NA,NA,7.02,59,6.61,3.64,8.86,NA,NA,NA,NA,"13-ONES-5.7","8/6/1998",1,"Kick:Standard"
"13-ONES-7.3_19980806_1_1",27,7.78,10,7.27,4.22,7.78,NA,NA,7.73,63,7.26,3.92,8.58,NA,NA,NA,NA,"13-ONES-7.3","8/6/1998",1,"Kick:Standard"
"13-ONES_T5-1.8_19961114_1_1",12,3.09,0,0,7.17,4.16,NA,NA,3.48,32,2.07,4.41,8.09,NA,NA,NA,NA,"13-ONES_T5-1.8","11/14/1996",1,"Kick:Standard"
"13-ONES_T5-1.8_20080715_1_1",14,3.68,0,0,7.94,3.2,NA,NA,2.82,36,2.82,6.24,4.4,NA,NA,NA,NA,"13-ONES_T5-1.8","7/15/2008",1,"Kick:Standard"
"13-ONES_T5-2.6_19961114_1_1",10,2.31,0,0,9.46,0.9,NA,NA,0.92,28,1.38,9.63,0,NA,NA,NA,NA,"13-ONES_T5-2.6","11/14/1996",1,"Kick:Standard"
"13-ONES_T5-2.8_19961114_1_1",14,3.68,3,3.61,4.78,7.15,NA,NA,3.19,25,0.86,7.73,0.67,NA,NA,NA,NA,"13-ONES_T5-2.8","11/14/1996",1,"Kick:Standard"
"13-OTTK-0.3_20070912_1_1",16,4.26,6,5.45,5.25,6.56,NA,NA,5.92,67,7.79,5.78,5.55,NA,NA,NA,NA,"13-OTTK-0.3","9/12/2007",1,"Kick:Standard"
"13-OTTK-2.4_20170726_1_1",15,3.97,3,3.61,5.74,5.95,NA,NA,3.92,42,3.79,7.09,2.28,NA,NA,NA,NA,"13-OTTK-2.4","7/26/2017",1,"Kick:Standard"
"13-PAKA-1.4_20120913_1_1",23,6.47,10,7.27,4.6,7.38,NA,NA,7.07,84,9.42,6.07,4.82,NA,NA,NA,NA,"13-PAKA-1.4","9/13/2012",1,"Kick:Standard"
"13-PANK-0.1_20070911_1_1",18,4.85,15,10,4.22,7.78,NA,NA,6.59,41,3.63,5.32,6.7,NA,NA,NA,NA,"13-PANK-0.1","9/11/2007",1,"Kick:Standard"
"13-PATN-1.3_20120924_1_1",12,3.09,0,0,7.4,3.87,NA,NA,1.72,22,0.34,7.48,1.3,NA,NA,NA,NA,"13-PATN-1.3","9/24/2012",1,"Kick:Standard"
"13-PATS-0.1_19910502_1_1",5,0.38,0,0,9.96,0.07,NA,NA,0.09,5,0,8,0,NA,NA,NA,NA,"13-PATS-0.1","5/2/1991",1,"Kick:Standard"
"13-PATS-0.5_19930616_1_1",7,1.15,0,0,9.1,1.5,NA,NA,1.03,8,0,7,2.5,NA,NA,NA,NA,"13-PATS-0.5","6/16/1993",1,"Kick:Standard"
"13-PATS-0.5_19940714_1_1",11,2.79,0,0,8.19,2.89,NA,NA,1.62,26,1.03,7.44,1.4,NA,NA,NA,NA,"13-PATS-0.5","7/14/1994",1,"Kick:Standard"
"13-PATS-0.5_19940714_1_2",7,1.15,0,0,9.1,1.5,NA,NA,1.19,29,1.55,7.29,1.77,NA,NA,NA,NA,"13-PATS-0.5","7/14/1994",1,"Kick:Standard"
"13-PATS-0.5_19940714_1_3",4,0,0,0,8.85,1.92,NA,NA,0.9,25,0.86,7.31,1.73,NA,NA,NA,NA,"13-PATS-0.5","7/14/1994",1,"Kick:Standard"
"13-PATS-0.5_19970702_1_1",13,3.38,1,1.25,7.56,3.68,NA,NA,2.73,38,3.15,7.13,2.18,NA,NA,NA,NA,"13-PATS-0.5","7/2/1997",1,"Kick:Standard"
"13-PATS-0.5_19981001_1_1",12,3.09,5,4.72,6.78,4.65,NA,NA,3.33,31,1.9,7.08,2.3,NA,NA,NA,NA,"13-PATS-0.5","10/1/1998",1,"Kick:Standard"
"13-PATS-0.5_19990831_1_1",11,2.79,1,1.25,6.99,4.39,NA,NA,2.54,35,2.66,7.35,1.63,NA,NA,NA,NA,"13-PATS-0.5","8/31/1999",1,"Kick:Standard"
"13-PATS-0.5_20000926_1_1",12,3.09,1,1.25,6.86,4.55,NA,NA,2.59,36,2.82,7.51,1.23,NA,NA,NA,NA,"13-PATS-0.5","9/26/2000",1,"Kick:Standard"
"13-PATS-0.5_20020917_1_1",16,4.26,6,5.45,6.08,5.53,NA,NA,4.49,51,5.32,7.24,1.9,NA,NA,NA,NA,"13-PATS-0.5","9/17/2002",1,"Kick:Standard"
"13-PATS-0.5_20070912_1_1",5,0.38,1,1.25,6.84,4.58,NA,NA,2.09,34,2.41,7.26,1.85,NA,NA,NA,NA,"13-PATS-0.5","9/12/2007",1,"Kick:Standard"
"13-PATS-0.5_20120912_1_1",13,3.38,2,3.06,5.92,5.72,NA,NA,3.2,42,3.79,7.98,0.05,NA,NA,NA,NA,"13-PATS-0.5","9/12/2012",1,"Kick:Standard"
"13-PATS-0.5_20130702_1_1",13,3.38,2,3.06,5.85,5.81,NA,NA,3.08,38,3.15,8.48,0,NA,NA,NA,NA,"13-PATS-0.5","7/2/2013",1,"Kick:Standard"
"13-PATS-0.5_20170711_1_1",13,3.38,2,3.06,5.74,5.95,NA,NA,3.78,48,4.76,7.31,1.73,NA,NA,NA,NA,"13-PATS-0.5","7/11/2017",1,"Kick:Standard"
"13-PATS-3.7_19940714_1_1",20,5.59,2,3.06,6.29,5.26,NA,NA,4.06,45,4.27,7.15,2.12,NA,NA,NA,NA,"13-PATS-3.7","7/14/1994",1,"Kick:Standard"
"13-PATS-3.7_19940714_1_2",21,5.88,2,3.06,6.81,4.61,NA,NA,4.12,47,4.6,7.02,2.45,NA,NA,NA,NA,"13-PATS-3.7","7/14/1994",1,"Kick:Standard"
"13-PATS-3.7_19940714_1_3",19,5.29,2,3.06,6.58,4.9,NA,NA,4.01,45,4.27,6.98,2.55,NA,NA,NA,NA,"13-PATS-3.7","7/14/1994",1,"Kick:Standard"
"13-PATS-3.7_19990928_1_1",14,3.68,2,3.06,6.04,5.58,NA,NA,3.35,36,2.82,7.36,1.6,NA,NA,NA,NA,"13-PATS-3.7","9/28/1999",1,"Kick:Standard"
"13-PATS-3.7_20000926_1_1",18,4.85,2,3.06,6.57,4.91,NA,NA,4.26,53,5.65,6.87,2.82,NA,NA,NA,NA,"13-PATS-3.7","9/26/2000",1,"Kick:Standard"
"13-PATS-3.7_20130702_1_1",12,3.09,2,3.06,5.4,6.38,NA,NA,3.77,44,4.11,7.12,2.2,NA,NA,NA,NA,"13-PATS-3.7","7/2/2013",1,"Kick:Standard"
"13-PATS-6.7_20130702_1_1",17,4.56,0,0,7.37,3.91,NA,NA,2.79,29,1.55,6.42,3.95,NA,NA,NA,NA,"13-PATS-6.7","7/2/2013",1,"Kick:Standard"
"13-PATS_T1-0.1_19910502_1_1",11,2.79,0,0,7.48,3.77,NA,NA,1.88,9,0,6.86,2.85,NA,NA,NA,NA,"13-PATS_T1-0.1","5/2/1991",1,"Kick:Standard"
"13-PATS_T1-0.1_20120912_1_1",12,3.09,1,1.25,6.56,4.93,NA,NA,2.14,20,0,7.42,1.45,NA,NA,NA,NA,"13-PATS_T1-0.1","9/12/2012",1,"Kick:Standard"
"13-PEAC-0.9_20000707_1_1",14,3.68,4,4.17,5.37,6.41,NA,NA,4.24,46,4.44,7,2.5,NA,NA,NA,NA,"13-PEAC-0.9","7/7/2000",1,"Kick:Standard"
"13-PEAC-0.9_20010717_1_1",15,3.97,3,3.61,5.98,5.65,NA,NA,3.92,43,3.95,7.03,2.42,NA,NA,NA,NA,"13-PEAC-0.9","7/17/2001",1,"Kick:Standard"
"13-PEAC-0.9_20020724_1_1",12,3.09,3,3.61,6.5,5,NA,NA,4.07,54,5.81,6.86,2.85,NA,NA,NA,NA,"13-PEAC-0.9","7/24/2002",1,"Kick:Standard"
"13-PEAC-0.9_20030730_1_1",15,3.97,3,3.61,5.69,6.01,NA,NA,4.47,55,5.97,6.89,2.78,NA,NA,NA,NA,"13-PEAC-0.9","7/30/2003",1,"Kick:Standard"
"13-PEAC-0.9_20040715_1_1",16,4.26,5,4.72,5.36,6.42,NA,NA,4.87,50,5.16,6.49,3.77,NA,NA,NA,NA,"13-PEAC-0.9","7/15/2004",1,"Kick:Standard"
"13-PEAC-0.9_20050707_1_1",13,3.38,2,3.06,5.84,5.83,NA,NA,3.65,48,4.76,7.52,1.2,NA,NA,NA,NA,"13-PEAC-0.9","7/7/2005",1,"Kick:Standard"
"13-PECK-0.1_20090825_1_1",22,6.18,15,10,3.28,8.72,NA,NA,7.56,55,5.97,5.22,6.95,NA,NA,NA,NA,"13-PECK-0.1","8/25/2009",1,"Kick:Standard"
"13-PECK-0.1_20090825_1_2",21,5.88,15,10,3.6,8.4,NA,NA,7.44,51,5.32,4.91,7.59,NA,NA,NA,NA,"13-PECK-0.1","8/25/2009",1,"Kick:Standard"
"13-PECK-0.1_20090825_1_3",25,7.06,18,10,3.12,8.88,NA,NA,7.95,57,6.29,4.97,7.53,NA,NA,NA,NA,"13-PECK-0.1","8/25/2009",1,"Kick:Standard"
"13-PECK-0.1_20090825_1_4",21,5.88,17,10,3.16,8.84,NA,NA,7.34,45,4.27,4.79,7.71,NA,NA,NA,NA,"13-PECK-0.1","8/25/2009",1,"Kick:Standard"
"13-PECK-0.1_20100817_1_1",31,8.89,17,10,3.86,8.14,NA,NA,8.22,70,8.08,5.61,5.97,NA,NA,NA,NA,"13-PECK-0.1","8/17/2010",1,"Kick:Standard"
"13-PECK-0.1_20100817_1_2",33,9.44,20,10,3.22,8.78,NA,NA,8.68,65,7.6,4.94,7.56,NA,NA,NA,NA,"13-PECK-0.1","8/17/2010",1,"Kick:Standard"
"13-PECK-0.1_20100817_1_3",31,8.89,20,10,3.37,8.63,NA,NA,8.62,87,9.71,5.66,5.85,NA,NA,NA,NA,"13-PECK-0.1","8/17/2010",1,"Kick:Standard"
"13-PECK-0.1_20100817_1_4",34,9.72,21,10,3.07,8.93,NA,NA,8.5,72,8.27,5.76,5.6,NA,NA,NA,NA,"13-PECK-0.1","8/17/2010",1,"Kick:Standard"
"13-PEEK-1.3_19980909_1_1",22,6.18,9,6.82,3.9,8.1,NA,NA,6.91,52,5.48,4.53,7.97,NA,NA,NA,NA,"13-PEEK-1.3","9/9/1998",1,"Kick:Standard"
"13-PEEK-1.3_20050721_1_1",32,9.17,12,8.5,4.39,7.61,NA,NA,7.82,66,7.69,5.55,6.12,NA,NA,NA,NA,"13-PEEK-1.3","7/21/2005",1,"Kick:Standard"
"13-PEEK-1.3_20070912_1_1",21,5.88,10,7.27,5.99,5.64,NA,NA,5.06,40,3.47,6.78,3.05,NA,NA,NA,NA,"13-PEEK-1.3","9/12/2007",1,"Kick:Standard"
"13-PEEK-13.3_20050721_1_1",28,8.06,11,8,4.74,7.2,NA,NA,7.46,91,10,6.39,4.03,NA,NA,NA,NA,"13-PEEK-13.3","7/21/2005",1,"Kick:Standard"
"13-PEEK-13.3_20100721_1_1",24,6.76,9,6.82,3.51,8.49,NA,NA,6.39,57,6.29,6.56,3.6,NA,NA,NA,NA,"13-PEEK-13.3","7/21/2010",1,"Kick:Standard"
"13-PEEK-13.3_20100721_1_2",32,9.17,13,9,2.77,9.23,NA,NA,7.75,57,6.29,5.98,5.05,NA,NA,NA,NA,"13-PEEK-13.3","7/21/2010",1,"Kick:Standard"
"13-PEEK-13.3_20100721_1_3",27,7.78,11,8,3.02,8.98,NA,NA,7.22,64,7.42,6.44,3.9,NA,NA,NA,NA,"13-PEEK-13.3","7/21/2010",1,"Kick:Standard"
"13-PEEK-13.3_20100721_1_4",23,6.47,10,7.27,2.27,9.73,NA,NA,7.1,51,5.32,5.31,6.73,NA,NA,NA,NA,"13-PEEK-13.3","7/21/2010",1,"Kick:Standard"
"13-PEEK-13.3_20101020_1_1",24,6.76,15,10,2.45,9.55,NA,NA,8.65,72,8.27,3.85,8.65,NA,NA,NA,NA,"13-PEEK-13.3","10/20/2010",1,"Kick:Standard"
"13-PEEK-13.3_20101020_1_2",30,8.61,21,10,2.49,9.51,NA,NA,8.77,64,7.42,4.19,8.31,NA,NA,NA,NA,"13-PEEK-13.3","10/20/2010",1,"Kick:Standard"
"13-PEEK-13.3_20101020_1_3",25,7.06,16,10,2.56,9.44,NA,NA,8.66,71,8.17,3.86,8.64,NA,NA,NA,NA,"13-PEEK-13.3","10/20/2010",1,"Kick:Standard"
"13-PEEK-13.3_20101020_1_4",30,8.61,16,10,2.73,9.27,NA,NA,8.8,74,8.46,4.84,7.66,NA,NA,NA,NA,"13-PEEK-13.3","10/20/2010",1,"Kick:Standard"
"13-PEEK-13.3_20110516_1_1",27,7.78,14,9.5,2.23,9.77,NA,NA,8.5,66,7.69,4.76,7.74,NA,NA,NA,NA,"13-PEEK-13.3","5/16/2011",1,"Kick:Standard"
"13-PEEK-13.3_20110516_1_2",22,6.18,14,9.5,1.71,10,NA,NA,8.27,68,7.88,4.72,7.78,NA,NA,NA,NA,"13-PEEK-13.3","5/16/2011",1,"Kick:Standard"
"13-PEEK-13.3_20110516_1_3",23,6.47,11,8,1.85,10,NA,NA,7.87,69,7.98,5.24,6.9,NA,NA,NA,NA,"13-PEEK-13.3","5/16/2011",1,"Kick:Standard"
"13-PEEK-13.3_20110516_1_4",23,6.47,16,10,2.61,9.39,NA,NA,7.97,82,9.23,6.1,4.75,NA,NA,NA,NA,"13-PEEK-13.3","5/16/2011",1,"Kick:Standard"
"13-PEEK-13.3_20110720_1_1",19,5.29,10,7.27,2.37,9.63,NA,NA,6.62,45,4.27,5.35,6.63,NA,NA,NA,NA,"13-PEEK-13.3","7/20/2011",1,"Kick:Standard"
"13-PEEK-13.3_20110720_1_2",24,6.76,13,9,2.27,9.73,NA,NA,7.76,53,5.65,4.86,7.64,NA,NA,NA,NA,"13-PEEK-13.3","7/20/2011",1,"Kick:Standard"
"13-PEEK-13.3_20110720_1_3",27,7.78,12,8.5,2.56,9.44,NA,NA,7.42,47,4.6,5.28,6.8,NA,NA,NA,NA,"13-PEEK-13.3","7/20/2011",1,"Kick:Standard"
"13-PEEK-13.3_20110720_1_4",29,8.33,11,8,3.16,8.84,NA,NA,7.4,51,5.32,5.39,6.53,NA,NA,NA,NA,"13-PEEK-13.3","7/20/2011",1,"Kick:Standard"
"13-PEEK-14.7_20050721_1_1",34,9.72,7,5.91,4.45,7.55,NA,NA,7.01,62,7.1,6.1,4.75,NA,NA,NA,NA,"13-PEEK-14.7","7/21/2005",1,"Kick:Standard"
"13-PEEK-3.7_20050721_1_1",24,6.76,13,9,3.53,8.47,NA,NA,7.52,52,5.48,4.6,7.9,NA,NA,NA,NA,"13-PEEK-3.7","7/21/2005",1,"Kick:Standard"
"13-PEEK-3.7_20080716_1_1",29,8.33,11,8,4.35,7.65,NA,NA,7.48,61,6.94,5.4,6.5,NA,NA,NA,NA,"13-PEEK-3.7","7/16/2008",1,"Kick:Standard"
"13-PEEK-6.4_20050721_1_1",30,8.61,12,8.5,4.41,7.59,NA,NA,7.6,76,8.65,6.14,4.65,NA,NA,NA,NA,"13-PEEK-6.4","7/21/2005",1,"Kick:Standard"
"13-PEEK-8.2_20120912_1_1",20,5.59,10,7.27,5.05,6.81,NA,NA,6.74,49,4.92,3.37,9.13,NA,NA,NA,NA,"13-PEEK-8.2","9/12/2012",1,"Kick:Standard"
"13-PEEK-9.9_20050721_1_1",28,8.06,11,8,4.41,7.59,NA,NA,7.56,64,7.42,5.3,6.75,NA,NA,NA,NA,"13-PEEK-9.9","7/21/2005",1,"Kick:Standard"
"13-PERR-1.5_20170725_1_1",24,6.76,7,5.91,3.75,8.25,NA,NA,6.21,47,4.6,5.79,5.53,NA,NA,NA,NA,"13-PERR-1.5","7/25/2017",1,"Kick:Standard"
"13-PETK-2.6_20020911_1_1",19,5.29,8,6.36,3.87,8.13,NA,NA,5.35,51,5.32,7.34,1.65,NA,NA,NA,NA,"13-PETK-2.6","9/11/2002",1,"Kick:Standard"
"13-PETK-6.1_20080424_1_1",10,2.31,5,4.72,2.77,9.23,NA,NA,4.04,43,3.95,9,0,NA,NA,NA,NA,"13-PETK-6.1","4/24/2008",1,"Kick:Standard"
"13-PETK-6.1_20080502_1_1",16,4.26,6,5.45,2.71,9.29,NA,NA,5.04,39,3.31,6.85,2.88,NA,NA,NA,NA,"13-PETK-6.1","5/2/2008",1,"Kick:Standard"
"13-PETK-6.1_20080528_1_1",13,3.38,3,3.61,3.84,8.16,NA,NA,3.69,39,3.31,8.28,0,NA,NA,NA,NA,"13-PETK-6.1","5/28/2008",1,"Kick:Standard"
"13-PETK-6.1_20080701_1_1",13,3.38,4,4.17,4.45,7.55,NA,NA,3.62,37,2.98,8.63,0,NA,NA,NA,NA,"13-PETK-6.1","7/1/2008",1,"Kick:Standard"
"13-PHLP-1.1_20020910_1_1",23,6.47,2,3.06,5.31,6.49,NA,NA,5.05,51,5.32,6.43,3.93,NA,NA,NA,NA,"13-PHLP-1.1","9/10/2002",1,"Kick:Standard"
"13-PKIL-0.4_20180827_1_1",24,6.76,12,8.5,3.58,8.42,NA,NA,7.54,74,8.46,5.77,5.58,NA,NA,NA,NA,"13-PKIL-0.4","8/27/2018",1,"Kick:Standard"
"13-PKIL-0.4_20180827_1_2",21,5.88,11,8,3.52,8.48,NA,NA,7.47,72,8.27,5.32,6.7,NA,NA,NA,NA,"13-PKIL-0.4","8/27/2018",1,"Kick:Standard"
"13-PKIL-0.4_20180827_1_3",16,4.26,10,7.27,4.13,7.87,NA,NA,6.21,60,6.77,6.04,4.9,NA,NA,NA,NA,"13-PKIL-0.4","8/27/2018",1,"Kick:Standard"
"13-PKIL-0.4_20180827_1_4",19,5.29,9,6.82,3.62,8.38,NA,NA,6.58,65,7.6,6.08,4.8,NA,NA,NA,NA,"13-PKIL-0.4","8/27/2018",1,"Kick:Standard"
"13-PKIL-0.4_20190808_1_1",20,5.59,10,7.27,3.93,8.07,NA,NA,6.75,62,7.1,5.71,5.72,NA,NA,NA,NA,"13-PKIL-0.4","8/8/2019",1,"Kick:Standard"
"13-PKIL-0.4_20190808_1_2",15,3.97,7,5.91,3.45,8.55,NA,NA,6.24,59,6.61,5.54,6.15,NA,NA,NA,NA,"13-PKIL-0.4","8/8/2019",1,"Kick:Standard"
"13-PKIL-0.4_20190808_1_3",22,6.18,13,9,3.45,8.55,NA,NA,7.94,74,8.46,4.98,7.52,NA,NA,NA,NA,"13-PKIL-0.4","8/8/2019",1,"Kick:Standard"
"13-PKIL-0.4_20190808_1_4",23,6.47,13,9,4.02,7.98,NA,NA,7.54,76,8.65,5.76,5.6,NA,NA,NA,NA,"13-PKIL-0.4","8/8/2019",1,"Kick:Standard"
"13-PLAK-0.4_20080722_1_1",35,10,19,10,3.49,8.51,NA,NA,8.95,76,8.65,4.91,7.59,NA,NA,NA,NA,"13-PLAK-0.4","7/22/2008",1,"Kick:Standard"
"13-PLCK-2.6_20030826_1_1",26,7.35,10,7.27,4.04,7.96,NA,NA,7.67,73,8.37,5.04,7.4,NA,NA,NA,NA,"13-PLCK-2.6","8/26/2003",1,"Kick:Standard"
"13-PLCK-2.6_20070911_1_1",25,7.06,14,9.5,4.05,7.95,NA,NA,7.6,55,5.97,4.99,7.51,NA,NA,NA,NA,"13-PLCK-2.6","9/11/2007",1,"Kick:Standard"
"13-PLUM-2.0_20000712_1_1",24,6.76,9,6.82,4.73,7.21,NA,NA,6.21,57,6.29,6.41,3.97,NA,NA,NA,NA,"13-PLUM-2.0","7/12/2000",1,"Kick:Standard"
"13-PLUM-2.0_20010718_1_1",24,6.76,11,8,4.47,7.53,NA,NA,6.91,50,5.16,5.15,7.12,NA,NA,NA,NA,"13-PLUM-2.0","7/18/2001",1,"Kick:Standard"
"13-PLUM-2.0_20050707_1_1",23,6.47,11,8,4.15,7.85,NA,NA,6.36,45,4.27,5.91,5.22,NA,NA,NA,NA,"13-PLUM-2.0","7/7/2005",1,"Kick:Standard"
"13-PLUM-4.7_20010724_6_1",24,9,1,1.5,7.51,4.15,NA,NA,5.03,NA,NA,NA,NA,6,5.45,NA,NA,"13-PLUM-4.7","7/24/2001",6,"Kick:Sandy_Stream"
"13-PNAM_T5-0.1_20000706_1_1",22,6.18,9,6.82,3.08,8.92,NA,NA,6.73,52,5.48,5.49,6.27,NA,NA,NA,NA,"13-PNAM_T5-0.1","7/6/2000",1,"Kick:Standard"
"13-POCA-1.0_20020910_1_1",13,3.38,5,4.72,5.06,6.8,NA,NA,5.33,44,4.11,4.86,7.64,NA,NA,NA,NA,"13-POCA-1.0","9/10/2002",1,"Kick:Standard"
"13-POCA-3.1_20120912_1_1",17,4.56,7,5.91,4.79,7.14,NA,NA,5.5,49,4.92,6.02,4.95,NA,NA,NA,NA,"13-POCA-3.1","9/12/2012",1,"Kick:Standard"
"13-POCH-1.8_20180828_1_1",20,5.59,7,5.91,4.85,7.06,NA,NA,5.33,45,4.27,6.48,3.8,NA,NA,NA,NA,"13-POCH-1.8","8/28/2018",1,"Kick:Standard"
"13-POCH-1.8_20180828_1_2",21,5.88,8,6.36,5.26,6.55,NA,NA,6.19,70,8.08,6.37,4.07,NA,NA,NA,NA,"13-POCH-1.8","8/28/2018",1,"Kick:Standard"
"13-POCH-1.8_20180828_1_3",21,5.88,8,6.36,5.65,6.06,NA,NA,5.38,54,5.81,6.88,2.8,NA,NA,NA,NA,"13-POCH-1.8","8/28/2018",1,"Kick:Standard"
"13-POCH-1.8_20180828_1_4",20,5.59,8,6.36,5.82,5.85,NA,NA,5.1,56,6.13,7.37,1.57,NA,NA,NA,NA,"13-POCH-1.8","8/28/2018",1,"Kick:Standard"
"13-POCH-1.8_20190808_1_1",23,6.47,11,8,5.1,6.75,NA,NA,6.22,62,7.1,6.89,2.78,NA,NA,NA,NA,"13-POCH-1.8","8/8/2019",1,"Kick:Standard"
"13-POCH-1.8_20190808_1_2",14,3.68,5,4.72,5.46,6.3,NA,NA,4.32,48,4.76,7.15,2.12,NA,NA,NA,NA,"13-POCH-1.8","8/8/2019",1,"Kick:Standard"
"13-POCH-1.8_20190808_1_3",17,4.56,7,5.91,5.17,6.66,NA,NA,5.05,49,4.92,6.72,3.2,NA,NA,NA,NA,"13-POCH-1.8","8/8/2019",1,"Kick:Standard"
"13-POCH-1.8_20190808_1_4",17,4.56,9,6.82,5.33,6.46,NA,NA,4.97,44,4.11,6.84,2.9,NA,NA,NA,NA,"13-POCH-1.8","8/8/2019",1,"Kick:Standard"
"13-POCH-3.6_20120913_1_1",24,6.76,8,6.36,5.18,6.65,NA,NA,5.86,50,5.16,6.25,4.38,NA,NA,NA,NA,"13-POCH-3.6","9/13/2012",1,"Kick:Standard"
"13-POST-0.8_19980930_1_1",26,7.35,12,8.5,4.33,7.67,NA,NA,7.52,56,6.13,4.55,7.95,NA,NA,NA,NA,"13-POST-0.8","9/30/1998",1,"Kick:Standard"
"13-POST-0.8_20011005_1_1",19,5.29,9,6.82,4.24,7.76,NA,NA,6.66,53,5.65,4.73,7.77,NA,NA,NA,NA,"13-POST-0.8","10/5/2001",1,"Kick:Standard"
"13-POST-0.8_20020917_1_1",22,6.18,10,7.27,4.31,7.69,NA,NA,6.9,50,5.16,4.31,8.19,NA,NA,NA,NA,"13-POST-0.8","9/17/2002",1,"Kick:Standard"
"13-POST-0.8_20030826_1_1",18,4.85,9,6.82,4.43,7.57,NA,NA,6.59,55,5.97,4.78,7.72,NA,NA,NA,NA,"13-POST-0.8","8/26/2003",1,"Kick:Standard"
"13-POST-0.8_20070917_1_1",29,8.33,14,9.5,4.52,7.48,NA,NA,7.81,52,5.48,4.22,8.28,NA,NA,NA,NA,"13-POST-0.8","9/17/2007",1,"Kick:Standard"
"13-POST-0.8_20170706_1_1",30,8.61,15,10,4.13,7.87,NA,NA,8.61,79,8.94,4.89,7.61,NA,NA,NA,NA,"13-POST-0.8","7/6/2017",1,"Kick:Standard"
"13-POST-11.0_20011003_1_1",27,7.78,16,10,3.78,8.22,NA,NA,7.86,59,6.61,5.33,6.67,NA,NA,NA,NA,"13-POST-11.0","10/3/2001",1,"Kick:Standard"
"13-POST-12.3_19990831_1_1",34,9.72,18,10,3.7,8.3,NA,NA,8.72,69,7.98,4.92,7.58,NA,NA,NA,NA,"13-POST-12.3","8/31/1999",1,"Kick:Standard"
"13-POST-12.3_20011003_1_1",31,8.89,19,10,3.82,8.18,NA,NA,8.06,58,6.45,5.29,6.78,NA,NA,NA,NA,"13-POST-12.3","10/3/2001",1,"Kick:Standard"
"13-POST-14.2_19920724_1_1",27,7.78,11,8,3.69,8.31,NA,NA,8.05,66,7.69,4.04,8.46,NA,NA,NA,NA,"13-POST-14.2","7/24/1992",1,"Kick:Standard"
"13-POST-14.2_20011003_1_1",32,9.17,16,10,3.55,8.45,NA,NA,8.33,58,6.45,4.93,7.57,NA,NA,NA,NA,"13-POST-14.2","10/3/2001",1,"Kick:Standard"
"13-POST-14.2_20080716_1_1",38,10,18,10,3.22,8.78,NA,NA,8.85,68,7.88,4.92,7.58,NA,NA,NA,NA,"13-POST-14.2","7/16/2008",1,"Kick:Standard"
"13-POST-17.4_20011003_1_1",34,9.72,17,10,3.55,8.45,NA,NA,7.76,51,5.32,5.88,5.3,NA,NA,NA,NA,"13-POST-17.4","10/3/2001",1,"Kick:Standard"
"13-POST-18.4_19920724_1_1",19,5.29,9,6.82,5.42,6.35,NA,NA,6.39,40,3.47,2.65,10,NA,NA,NA,NA,"13-POST-18.4","7/24/1992",1,"Kick:Standard"
"13-POST-18.4_20011003_1_1",23,6.47,10,7.27,2.83,9.17,NA,NA,7.28,80,9.04,6.21,4.47,NA,NA,NA,NA,"13-POST-18.4","10/3/2001",1,"Kick:Standard"
"13-POST-18.4_20120911_1_1",25,7.06,14,9.5,4.41,7.59,NA,NA,7.56,62,7.1,5.37,6.57,NA,NA,NA,NA,"13-POST-18.4","9/11/2012",1,"Kick:Standard"
"13-POST-18.4_20130719_1_1",25,7.06,11,8,5.04,6.83,NA,NA,6.78,56,6.13,5.64,5.9,NA,NA,NA,NA,"13-POST-18.4","7/19/2013",1,"Kick:Standard"
"13-POST-18.4_20170706_1_1",25,7.06,9,6.82,4.53,7.46,NA,NA,5.94,45,4.27,6.37,4.07,NA,NA,NA,NA,"13-POST-18.4","7/6/2017",1,"Kick:Standard"
